X,GSM300166,GSM300167,GSM300168,GSM300169,GSM300170,GSM300171,GSM300172,GSM300173,GSM300174,GSM300175,GSM300176,GSM300177,GSM300178,GSM300179,GSM300180,GSM300181,GSM300182,GSM300183,GSM300185,GSM300186,GSM300187,GSM300188,GSM300189,GSM300190,GSM300191,GSM300192,GSM300193,GSM300194,GSM300195,GSM300196,GSM300197,GSM300198,GSM300199,GSM300200,GSM300201,GSM300202,GSM300203,GSM300204,GSM300205,GSM300206,GSM300207,GSM300208,GSM300209,GSM300210,GSM300211,GSM300212,GSM300213,GSM300214,GSM300215,GSM300216,GSM300217,GSM300218,GSM300219,GSM300220,GSM300221,GSM300222,GSM300223,GSM300224,GSM300225,GSM300226,GSM300227,GSM300228,GSM300229,GSM300230,GSM300231,GSM300232,GSM300233,GSM300234,GSM300235,GSM300236,GSM300237,GSM300238,GSM300239,GSM300240,GSM300241,GSM300242,GSM300243,GSM300244,GSM300245,GSM300246,GSM300247,GSM300248,GSM300249,GSM300250,GSM300251,GSM300252,GSM300253,GSM300254,GSM300255,GSM300256,GSM300258,GSM300259,GSM300260,GSM300261,GSM300262,GSM300263,GSM300264,GSM300265,GSM300266,GSM300267,GSM300268,GSM300269,GSM300270,GSM300271,GSM300272,GSM300273,GSM300274,GSM300275,GSM300276,GSM300277,GSM300278,GSM300279,GSM300280,GSM300281,GSM300282,GSM300283,GSM300284,GSM300285,GSM300286,GSM300287,GSM300288,GSM300289,GSM300290,GSM300291,GSM300292,GSM300293,GSM300294,GSM300295,GSM300296,GSM300297,GSM300298,GSM300299,GSM300300,GSM300301,GSM300302,GSM300303,GSM300304,GSM300305,GSM300306,GSM300307,GSM300308,GSM300309,GSM300310,GSM300311,GSM300312,GSM300313,GSM300314,GSM300315,GSM300316,GSM300317,GSM300318,GSM300319,GSM300320,GSM300321,GSM300322,GSM300323,GSM300324,GSM300325,GSM300326,GSM300327,GSM300328,GSM300329,GSM300330,GSM300331,GSM300332,GSM300333,GSM300335,GSM300338,GSM300339,GSM300340,GSM300341,GSM318840,GSM350078,Cluster
202859_x_at,0.91096216,1.4572041,0.710057,0.5307377,10.147428,26.04362,0.89532745,0.8325049,0.7437068,0.8842111,1.0628031,1.0027618,1.1491599,0.95495284,1.0411507,0.89838886,0.8157608,0.95531327,0.7528397,3.3530915,1.8978807,7.213073,2.4263167,4.4137797,1.9876199,4.465765,0.97944874,0.8862147,1.7972289,3.1437216,1.8746941,2.2343178,1.0413436,0.9051376,0.86364615,1.2975175,1.1856793,0.8517135,1.0462728,1.5335597,1.2767334,1.0655199,0.94202584,0.8453903,1.5520372,3.745078,1.4839282,0.9558756,1.0288101,1.1696428,6.61227,18.30152,20.711685,58.96274,48.027897,1.1944773,1.1413639,0.9066756,0.87801796,0.9078741,55.03744,1.5025197,0.9395026,1.0555234,0.72908527,0.84970737,0.8812802,1.0141689,0.8843659,0.8590552,0.981713,1.0677316,42.701267,1.0403436,1.0738975,0.8809461,0.6893949,0.7510851,6.5136895,0.8904041,4.7683706,1.5920473,1.0700004,1.5005304,1.1673545,3.3995562,0.7636572,1.0015718,1.568286,1.2532535,0.9306258,0.64029294,1.0155984,0.8592941,57.21575,0.92901045,0.9726522,0.9472378,0.9381102,1.087847,1.0710968,0.8418892,0.9241249,0.8801162,0.6624282,0.7897352,0.96905226,0.9607537,0.66821617,0.907018,1.1037774,2.7597404,0.8408207,2.2191947,2.5873296,10.992602,4.249706,0.9827363,1.0330992,0.68876994,0.8986076,0.64665705,0.72304386,0.7472689,0.9463222,0.8067028,0.43450153,0.82428825,0.52943,1.2853682,0.7539025,0.7947984,1.8885782,8.382861,0.9589243,2.3753407,1.3118079,1.4658195,9.228986,0.7865877,28.876423,0.6759687,0.91354287,0.8705603,0.6083399,0.7776502,0.9984283,0.8899847,1.2160629,0.6576853,0.77249557,0.9029087,0.99335384,0.84913033,0.7713311,0.9111926,0.7784651,1.0704895,1.2737514,1.0019432,0.86956096,1.641944,0.98032504,1.0798881,1.162925,0.6956813,0.99269646,1.2706711,1.0919582,1.0232159,1.1444201,3.7448592,0.8509292,-1
202878_s_at,0.8914974,0.5480467,7.8733,2.9561875,6.8027096,8.144363,4.448527,0.49771234,0.307601,0.6438668,0.12854257,1.8232819,4.0856996,1.3460108,1.7422252,0.4232993,0.13632855,0.09723122,7.3025017,2.828404,2.5542195,2.7950118,1.5361346,1.6131864,1.3720734,1.2852134,2.5848315,1.2545551,2.2729452,5.0273943,2.1221278,2.7420607,0.4962864,3.0292459,2.738577,1.3951299,1.3486137,0.6978797,0.90561724,0.8638497,0.89700514,0.26686934,0.18432431,0.14838982,0.32960632,5.729067,2.7913883,0.84266764,0.78631073,0.6816129,1.5779724,1.683211,1.9186554,2.6068776,3.106041,1.8908441,2.6376677,1.1806175,2.8775811,1.3356407,3.7361188,8.019513,3.994761,3.7464278,3.1017327,3.0298193,3.513027,0.8930463,1.6300527,1.9658853,1.4984105,6.661661,10.848771,4.3827577,4.1680555,0.40794358,1.2321137,0.6574913,2.1159387,0.19912621,0.9874404,2.4178033,1.4126086,2.1316924,3.147207,5.5191364,0.24957143,0.28792974,1.6766956,1.1963123,0.21088044,0.43195507,0.33802414,1.2533884,4.0209846,0.39747396,0.43538725,0.255864,0.2580905,1.7188063,0.56508636,0.77798104,0.26858792,0.30647504,0.74943423,0.22531514,0.59166795,0.57590395,0.6440927,0.43342414,0.2715425,0.5993874,0.3581802,0.48435947,0.27641985,2.5084643,2.9620388,3.0898762,3.1211514,1.9139558,4.3739314,0.09709605,0.5548152,0.13121627,0.09082553,0.61449033,0.4848313,0.4484789,0.45259264,0.3023432,0.13663824,0.22366612,1.4618266,5.0162187,1.1603043,0.53143376,0.3070536,0.79814607,1.5579084,0.32068342,2.6492977,0.7213458,0.15517467,0.6191682,0.5271697,0.30894214,0.5126586,0.2516631,0.33524913,0.8271895,0.26675653,0.14752416,0.5602684,0.21972547,0.26540136,0.25770783,3.5752995,3.558872,11.060212,3.727105,0.9850295,2.0894742,0.52271724,0.850515,1.1711454,1.489168,0.9400912,1.2200496,1.1580099,0.91950893,0.58284754,4.343218,0.24137901,-1
202912_at,0.69656515,1.3227085,17.083801,6.487818,33.176018,16.53168,0.86536384,0.667545,1.0630947,0.8866383,0.47789916,0.70652074,6.4957414,2.14047,3.5817025,1.4891615,1.357578,0.74144626,4.654793,2.0108016,0.835171,0.47348842,3.5212977,3.3745515,3.3299663,2.6574366,4.3093204,1.6695958,1.6995939,9.502942,9.37651,12.315837,12.763927,0.9657376,0.71002674,1.2444261,0.81839585,0.75485414,0.87560445,1.4441411,2.2726953,1.9807026,1.2858597,2.364204,1.2013445,5.9955688,9.723941,3.3440201,10.261636,4.035205,19.272127,4.3524175,3.9138596,5.1198535,6.4628963,1.1078464,7.0754023,1.5511711,1.0353318,1.3711333,13.813025,10.258869,1.8971497,0.6269254,0.3404011,1.0167763,1.4533666,1.7351731,2.1880562,1.0939896,0.8417916,3.6113853,17.564152,3.6643846,2.7576401,0.51920706,1.9563121,0.5230159,2.426438,0.37412146,1.7078075,4.7440324,0.76387817,1.8028309,0.87554336,1.8306074,0.21717852,0.31592637,0.9474054,3.3182385,0.17004223,0.17671397,0.35127786,0.96486104,2.530505,0.68264616,0.56114864,0.71197575,0.44488773,0.7414555,1.0242186,0.5178129,0.4161581,0.18014023,0.34565553,0.37341624,0.5352318,0.44083187,1.7617273,0.24625218,0.22281346,0.26071638,0.842946,0.53458667,0.4157723,6.4387145,14.530383,0.279183,0.27936137,1.8216965,0.9175983,0.32801417,0.2266802,0.33257523,0.30033103,0.31778774,0.21511167,0.33680552,0.22597589,0.3078806,0.16253576,0.3650237,0.98322374,6.8632236,4.467928,5.684574,0.2347717,1.5897995,0.7951968,0.23974647,1.0514779,0.16386282,0.19204384,0.49119633,0.48122138,0.6293765,0.85284394,0.5467687,0.18990473,0.32776722,0.38464105,0.20953898,0.24998283,0.21474598,0.23893073,0.21609944,0.2939279,0.42173854,0.63446546,0.39546818,0.6619057,0.8948545,0.28701547,0.81885135,1.5080912,2.5024774,1.7068591,1.3587838,1.516675,2.219837,1.5972271,2.6171408,0.6945308,-1
202917_s_at,2.4587624,1.5256411,15.99129,3.0340054,10.203296,2.8485787,16.902664,0.06092506,0.1503548,0.13953693,0.15467824,5.631479,5.6336684,2.9253051,3.18958,0.046396572,0.05034066,0.035332855,53.80446,0.17563355,0.508481,2.4317183,4.9371185,3.5648322,6.4949975,5.5304747,2.5077205,2.7014563,4.504078,1.4932696,1.3039976,2.7065573,2.2553654,5.109132,3.2577226,4.7935357,9.146264,0.5741564,0.33790448,0.9378894,1.5980327,0.8337998,0.89182496,0.18587375,0.7632389,9.217538,1.2723604,7.960596,3.3145099,16.45487,10.516845,10.700598,10.414266,13.762894,13.391223,4.2140365,3.6743448,2.5145817,7.1697364,4.205316,7.0576863,6.6464643,7.896978,0.3798041,0.3246867,0.49862972,0.7123644,3.3086593,0.33459792,1.7657725,1.2973775,4.8076053,7.145415,3.6809356,4.6786003,0.45920652,0.3225448,0.76573783,1.8450121,0.13932645,0.4746068,2.6562397,10.125452,0.05681573,14.165171,30.379978,0.034646425,0.058310043,3.8249836,10.847214,0.06645693,0.035721574,0.059258364,0.9588071,19.672155,1.5872521,1.0033377,0.20834531,0.19695377,0.6269981,0.35159352,1.31636,0.42755663,0.111272395,0.160158,0.12866502,0.097875334,0.053776737,0.056656487,0.059078515,0.06363181,0.042937335,0.03567483,0.047359932,0.05352257,7.2579446,4.6586823,0.82504284,0.79631436,14.506102,3.6115274,0.11910905,0.14675906,0.2358804,0.095739126,0.07040346,0.10327835,0.1897353,0.12430276,0.051825896,0.046041988,0.05235439,5.36918,1.2875803,0.6488555,1.418939,0.2963548,1.839024,2.1283472,0.42866838,0.10444253,0.05051231,0.034321167,0.053383756,0.054010414,0.03585069,0.061698258,0.061920766,0.14314392,0.12179397,0.11734916,0.05577963,0.06442153,0.052787762,0.0628258,0.05551391,0.9889143,1.1807536,4.0618534,2.4097235,2.4856915,2.2518933,5.9089904,6.5445704,9.140293,4.404953,14.741314,0.16910283,0.40793836,0.7333623,0.99666226,4.114393,0.13828887,-1
202948_at,1.2671397,1.5262896,2.2277088,1.0181743,2.91181,5.084757,2.418848,0.4065626,0.7058791,0.41532704,0.3339384,0.90048736,2.399867,0.55397826,1.02331,0.5702871,0.69226307,0.3158743,1.0047846,4.1793265,2.5723417,1.789844,1.1740215,1.0022999,0.7887483,2.8724747,2.833861,0.88277984,1.4482584,3.9599535,3.6511638,2.3208454,2.4517734,2.455049,2.000485,2.4806564,1.5545684,0.6509833,0.5974379,0.9081161,0.82174337,0.5054676,0.40307143,0.51536477,0.8051518,4.3260055,5.620655,1.0421507,1.1064992,0.7813496,2.956233,1.138064,1.6087356,1.3308381,1.1365511,1.5550783,5.0604153,1.0112059,3.1597323,1.1103901,2.3945694,6.523723,3.1609025,1.8667624,1.8704287,1.9976279,2.6597104,1.5615416,1.7645968,0.7545522,0.6226709,2.6583085,4.781315,3.4308264,3.4983487,0.5583717,0.74779016,0.6354096,4.470209,0.19117212,0.81069446,3.443011,1.7161803,3.174413,2.1028042,5.689238,0.29247454,0.3450168,2.1923087,2.602902,0.27980164,0.24416518,0.24496004,0.69748724,0.9977001,0.46871114,0.47270018,0.2651464,0.41654524,1.7406589,0.5856919,0.5398448,0.46799067,0.5448533,1.0662372,0.3517325,0.5694313,0.53994507,1.0931882,0.44779497,0.4989087,0.59780896,0.53486854,0.53619057,0.5300972,2.4481144,3.3766096,0.95792717,1.0123954,1.1792585,2.2559052,0.36569044,0.28917676,0.3677454,0.3914564,0.53963965,0.27266017,0.23775643,0.29711896,0.28383964,0.34517264,0.28408045,1.8492494,6.9148235,2.1111474,1.128152,0.51927984,1.0055268,1.4838747,0.30903202,0.9214381,0.39604458,0.34301746,0.34183258,0.56037545,0.4401211,0.38871762,0.42175287,0.53176224,0.38127315,0.26245916,0.28009188,0.5756881,0.44220686,0.37772954,0.5270589,1.0257775,0.99361855,3.437309,2.7781763,0.7117003,1.004387,0.57517004,0.7015223,0.7844127,1.814338,0.7722495,1.8883553,2.2141163,1.8959212,1.6783023,5.0288286,0.61933136,-1
202988_s_at,0.5313723,0.49020216,11.530599,2.9550047,79.85038,10.754469,6.703234,0.3371531,0.7939793,0.44193286,0.5180532,0.89981246,28.140865,1.5488409,0.9468227,1.9008652,2.0280888,0.8712236,6.6894374,0.29737073,1.0769643,1.0125618,1.4577096,5.604418,0.96150804,0.3828346,26.593824,1.7374022,5.3870296,1.9933524,5.1355476,1.6930751,1.3550017,0.981168,1.2541724,6.7943892,1.1090816,0.29297447,0.5115163,1.6047562,0.9773272,3.9406085,5.020318,2.7628593,3.5381844,6.5625987,1.1331975,1.4396843,11.607192,1.7551901,8.186778,0.34787127,2.578642,2.3021598,1.4214027,1.2099795,6.1137815,0.5202628,1.5408106,2.1412902,23.333586,26.142427,6.4990435,0.9883844,1.2034022,0.68950915,2.0474198,6.7603984,5.4230065,0.81141526,0.53069335,9.614249,30.931553,1.4425148,3.804956,0.28080717,0.8758593,0.41213885,9.06581,0.5994463,3.9333692,35.253315,0.8229768,1.369145,1.3127091,9.991204,0.44696325,0.5074047,0.7121524,0.48729792,0.3501081,0.45393106,1.1287931,4.211775,1.619291,1.0116155,0.9450685,0.42101827,0.49348566,1.3976971,1.0630027,0.41557395,0.4966067,0.2973147,0.6792861,0.39034468,0.57144743,0.2744223,0.3673953,0.4004132,0.56042856,0.969195,5.818242,1.0351673,0.73155504,2.3051996,3.8275986,0.505089,0.58028233,0.8180499,1.5027171,0.3341162,0.59483737,0.4265343,0.5017905,0.28739473,0.32817286,0.4482302,0.54921484,0.34182522,0.3999533,0.47156745,3.064372,0.8021287,0.508906,0.4616175,2.3340697,2.8284714,2.4165223,0.7437283,3.1080093,0.38445413,0.41761702,0.45795166,1.0712392,0.91323966,0.9475173,0.5115619,0.33455712,0.28802723,0.4600516,0.55760384,0.5126679,0.87917805,0.43098295,0.8496447,0.28271937,1.64813,4.6362476,0.47719726,1.3892899,9.975668,0.9882276,0.5216199,2.17025,6.1567087,0.7622987,4.7608476,17.549355,5.4869027,1.8386434,6.2219133,0.70023066,-1
202994_s_at,1.3164895,1.3042206,1.7336967,2.074867,2.125224,3.0122433,4.100558,1.0679073,1.616841,1.7401525,1.0237044,0.9241343,1.5132906,0.6968828,0.781915,0.9316565,1.1985524,0.7050811,2.3469532,2.4093914,2.5590382,1.4742919,1.0348098,1.297386,1.0457692,1.5848213,3.3836174,0.929001,0.9791433,0.6598176,0.90612507,0.9281247,0.9510489,1.4759275,1.2642163,2.2863135,1.3110094,1.0685109,1.1447216,0.9832781,0.964189,0.87943155,1.3840674,0.9128447,0.98260033,0.7784853,2.2905035,0.97975296,1.5958809,0.9262007,1.5451075,0.959463,1.2956705,1.293838,0.8891376,0.8408441,1.353013,0.8832011,0.8947619,1.539051,2.8697944,0.7673724,0.69287014,0.81171757,0.9611972,0.6231274,0.95724154,1.0410709,1.6810703,0.7812814,0.840714,0.67440563,1.5571253,0.7112259,0.5704967,0.6288482,0.85146713,0.807656,5.2558107,0.7077459,1.0802623,2.7055833,2.2858815,2.315271,1.4386444,2.4349623,0.8895551,1.133201,0.75563484,2.1418495,0.6008026,0.44564858,0.82236487,1.1401031,0.74408334,0.7742389,0.91829425,0.5055936,0.6456076,1.4054834,1.3778002,1.2298206,1.0041511,1.0707297,7.197109,1.5946133,1.396328,1.076397,1.4406846,0.8818691,0.85517895,1.0962617,0.8782876,0.777458,1.0318995,1.6456481,1.3765317,0.8103416,1.5524216,0.7284064,0.9528139,0.8470498,0.8955628,0.4947436,0.3988627,1.0422486,1.0805641,0.7076122,0.6640635,1.1528556,0.81738746,0.96079797,1.7434494,45.40404,1.3284633,0.9101569,0.9982108,1.8607545,1.0247507,0.8328005,1.3450824,1.8649831,0.67057323,0.7995093,0.8373636,1.5680585,0.7889825,0.7245369,0.6916601,1.6696656,0.5782743,0.8276814,0.82560784,0.8103082,0.4919518,0.5837665,1.000094,1.9858273,0.79781336,0.9360022,0.8403688,1.5550659,0.7925638,0.47525606,0.9999059,2.1021445,0.8886435,0.6454234,1.5820595,0.46365726,0.51460767,3.90649,1.1424848,-1
202995_s_at,0.9059174,1.411472,1.0708036,1.6796598,1.7779286,2.765826,3.0009487,1.4975226,0.9534908,1.5090407,1.1969563,1.003959,0.8661535,0.9774733,0.97103876,0.6484063,0.84448034,0.5022302,1.9242125,2.4209838,1.8566892,2.6534305,0.94768137,0.48827213,1.4661618,1.6895604,3.4832315,0.8799783,1.5249463,0.8179327,0.5820493,0.74397206,0.4729854,1.8072708,1.8472518,1.362631,2.0970597,1.4790043,1.4410744,1.5401003,2.3046372,0.26954776,0.8359003,0.7625867,1.3979276,0.5009999,1.2107972,0.8622689,1.2743897,1.0648782,1.4405591,1.2750708,0.9454113,1.2944766,1.0054877,1.617562,0.67519784,0.92595905,1.1163433,1.9864093,2.4008837,0.20465198,0.16012251,1.1140664,0.9073995,0.5224273,1.1565901,0.95846194,1.8222516,0.6614795,0.6980516,0.4930402,1.4528397,0.38960916,0.32143787,0.47650006,0.71854097,0.6443599,9.034239,0.734767,1.2247975,2.4494479,1.9789288,1.0907646,0.7322593,3.901382,0.837227,0.78223056,0.7698582,2.219851,0.4384035,0.18764025,0.4335883,1.4887973,0.510705,0.9564967,0.72833174,0.45341757,0.93187654,0.9898637,0.9416641,1.8521408,1.069534,1.0916128,7.286718,1.9171956,1.8066008,1.4275044,1.2686193,0.6705249,0.4700127,1.1109211,0.63711435,0.29889697,1.1382922,2.475116,1.3139728,1.1056974,1.1902925,0.62527066,0.37645346,0.67306757,0.27199113,0.27811584,0.19253187,1.3358483,0.95421255,0.32611594,0.45365724,1.3937315,0.49244508,1.0755002,2.7422776,49.385025,1.1446637,0.9708584,1.1840143,1.359278,1.8810133,0.98573416,1.6489679,2.64636,0.5092902,0.792891,0.86863196,1.6224864,0.5880224,0.45762843,0.7869246,1.9462084,0.3242755,0.72816324,0.9960411,0.9740854,0.12545669,0.36423063,1.1119685,1.1855751,1.0898759,1.1706151,0.68898714,1.6793013,0.43310222,0.85934,0.69721913,2.1307333,1.219359,0.66537166,1.7532912,0.33757064,0.76785856,4.467105,0.6668,-1
203021_at,1.1337847,0.7142845,1.4122822,0.9609342,1.7836304,1.8415506,2.4299948,0.82867104,1.5736846,0.95098704,0.7145496,0.6014427,1.8561639,1.2396008,0.6139827,0.527086,1.3331856,1.4670433,2.2834723,1.3379107,1.409141,4.383382,1.2251569,1.7711219,1.0677457,0.7476156,1.2001263,0.8452208,0.80787677,0.75683343,1.2515824,0.9015487,1.1374422,1.5125672,1.32916,1.032511,1.3064348,1.102613,1.4171596,4.1442966,7.3249793,0.7344836,1.4510566,0.8765613,1.225701,1.785035,32.224594,0.8322721,1.3964078,0.99184567,31.515448,0.72403485,1.4524302,1.2622542,0.8385567,1.1707383,1.8380011,1.086053,4.906522,0.83397573,1.7457222,0.8051102,0.73456764,3.5053272,1.1865855,1.0613437,10.572604,0.66164213,1.2258165,1.0338762,0.81449586,0.7194087,1.2348899,1.6003357,0.9159393,0.7683342,1.2325578,1.9072312,32.60325,0.8021885,3.2695367,0.8737541,0.88153565,0.7524906,0.8468392,18.379372,0.98960316,0.9611813,1.4275844,1.9516343,0.78977597,0.998982,2.0304677,0.7070388,1.1842101,0.8447426,0.77242464,0.88570285,0.77904207,0.75341666,1.2323242,0.84076864,0.76487076,0.8898796,1.3218884,0.7366236,1.4400178,0.7148125,1.2810365,0.8666953,1.0010178,0.7680448,1.3047513,1.0768722,0.8951181,1.01839,0.8580619,0.5779875,1.2515826,0.61207813,2.336469,0.77546525,1.3793479,0.8361812,1.0837035,0.65902764,1.5238984,0.86538863,0.97337806,0.82089704,1.3013026,0.9220738,0.7856182,1.2658647,0.851944,0.675383,0.8079995,1.328404,1.9556875,0.66186917,1.0668297,1.1895074,0.7170176,0.95443153,0.73864925,1.1211417,0.8160785,0.8934602,0.76313734,0.9946564,1.3065907,0.8006817,0.7067722,1.2873509,0.8676772,0.88341075,0.66652465,1.2288336,0.89056194,0.7495659,0.56144834,1.0151796,0.8355509,0.63024753,0.72485435,1.0119207,0.7455459,0.73976433,1.260848,0.910264,1.1743058,69.09097,0.7473456,-1
203290_at,2.2474396,2.0375812,22.209833,0.46402732,15.532176,13.900014,0.54225004,1.0003065,0.955158,0.94796044,1.0288447,1.8362653,3.9711576,2.2457442,1.7282296,0.86449313,0.9266903,0.92272985,0.5261895,1.0754076,1.5342311,1.9853642,1.6408008,0.9360249,0.9349632,1.0669261,0.8438799,0.88072145,0.88815045,2.6307013,2.03551,0.9376448,0.9403533,0.7966236,0.9052771,0.92936814,0.96079963,1.0095892,0.94867826,0.9147575,0.8985875,0.8725166,0.90795547,0.9241231,0.9480574,2.309328,0.9196597,0.9108375,0.77079856,0.8553417,1.0498514,1.0330795,0.84149015,0.8892355,1.0580598,1.4004909,1.7633458,1.3115543,1.0277005,0.847792,22.39583,6.3175144,4.747973,1.8662791,2.302616,1.2711201,1.3860114,1.9234316,3.845524,1.9907149,1.2391526,2.9120727,4.3337193,1.434775,1.4896853,1.0410955,0.6869491,0.84635437,0.9952544,0.84491843,0.9923058,18.879753,1.5501506,1.1550549,0.96957016,6.1344213,0.8445995,1.0614009,1.0794445,1.0276734,1.0942223,0.9544202,1.0764648,0.90212196,10.189849,0.88055533,1.0174607,0.8867228,1.0106914,3.982881,2.8334606,1.8087987,1.0131307,1.0260918,0.86129236,0.82709795,1.0488784,0.9058718,0.76499,0.9309472,1.090731,1.0319117,0.8162552,0.8644258,1.0846801,0.91544837,1.0782629,0.8128088,0.8783992,0.69291306,0.9477057,1.1203156,4.205352,1.0364342,1.3161277,0.77949244,0.9119138,0.8716309,1.0541435,1.0876415,0.9103629,0.94911253,0.83928037,1.6188816,0.9007158,0.9996937,1.0434539,0.7976386,0.7486856,0.9624049,0.89855784,0.77974194,0.9000366,0.8366716,1.0203044,0.7949284,0.892429,0.9934115,0.91825134,0.7176228,0.7928757,0.99668604,1.0599097,1.8209558,0.87740505,1.3355503,0.95479405,0.89432245,0.8072131,0.98241925,11.009079,18.804619,4.1592593,4.165353,1.8606586,4.252534,0.9510506,1.0199205,2.3117793,0.8611706,0.9849731,1.9045885,0.79139847,-1
203305_at,1.2252584,0.641759,2.1690936,2.1941671,9.790512,3.1039367,4.2290697,1.1555731,1.189756,0.9580644,0.6270542,2.2621386,1.9343253,1.5327619,1.392128,0.6310437,0.5316042,0.46958125,9.8732395,1.7568078,0.63574445,4.065947,0.7748573,0.54216295,0.5916954,1.5100052,1.7839322,3.0148432,1.595701,2.727855,1.2666095,2.7223408,0.93042225,2.8078785,2.1341636,1.0060364,1.5516402,1.1157539,1.6004292,2.8254137,4.7556806,0.73960286,0.5557618,0.60703456,0.89438945,5.2338285,1.9329616,0.91848755,0.714424,1.3272853,21.2224,0.77266896,0.5574462,0.8560202,1.3243891,0.6779102,2.8763137,0.6048624,0.92474633,1.1487052,4.354236,2.2144566,4.106105,5.7333717,3.4613087,1.382225,18.408806,0.77179575,1.1965258,0.5262533,0.865671,1.5346866,2.0930386,1.2392045,1.4171332,0.92421937,0.86510897,0.9229397,14.136635,1.0838647,17.432058,0.7556703,0.9017707,0.61965644,0.8655103,13.204089,0.5953535,1.3312839,0.69477826,1.5800295,0.84585047,0.9939635,1.1805513,1.2106552,0.8401062,0.61232495,0.7697945,0.57950765,0.7985845,1.5254561,0.5284969,1.777075,1.0284147,0.66889644,1.6951318,0.5664296,0.8573636,0.7383488,0.45982808,0.674417,0.7779746,1.9538988,0.86102784,1.5496237,1.2466999,0.44190648,0.6354826,0.7612466,1.1275436,1.4953889,1.1777092,0.7292191,0.6267912,0.76268446,0.79548025,0.80980486,1.4236345,0.77326006,0.80021465,1.7997183,0.54938745,1.4353808,3.218902,12.690149,0.4556195,0.7224914,0.81056905,1.2108659,3.0578024,0.86872596,2.0574818,1.3246689,0.7126087,1.0151511,1.0706259,1.4110371,2.6404033,0.7307109,1.1393486,2.9290082,1.228266,0.89484566,0.86961985,0.98961055,0.8971895,1.0368401,0.473101,0.5935668,2.7752306,0.9596862,0.69735426,0.9487453,0.5385052,0.58482325,0.7002524,0.9610241,1.2185863,0.6582632,0.52899706,0.4610667,0.84192383,2.1199675,0.60568315,-1
203397_s_at,1.1007767,2.3714962,4.831382,3.3230739,2.3458326,2.2422826,2.1673403,1.4677241,1.1832497,1.6448338,0.77475566,1.5394267,2.041825,0.98743665,1.0201789,1.030496,1.1434339,0.85313135,1.3153447,1.1879011,1.4701469,0.82594043,2.6078486,3.708668,1.2461545,0.900036,3.065589,1.1084865,1.725151,5.798983,3.2316766,4.820649,6.266388,1.770073,0.85921586,2.484826,0.79690343,0.91113234,0.39849627,0.7738553,0.6806951,1.0634562,1.3249199,1.0676455,0.97342277,3.2297904,1.7412224,1.0682786,2.315883,1.043354,1.0926313,1.325159,1.9508586,3.0268543,0.86738014,0.86738586,1.2682884,1.0853119,0.78969586,1.5613852,2.6995218,1.0114412,1.6203434,0.6361028,0.82562906,0.77590156,0.83549124,0.85536915,2.057719,0.9719136,0.8009039,0.7187576,1.5459901,1.0323905,0.8122712,0.46246222,1.5104457,0.775609,0.87936467,0.7357043,0.8864045,11.163147,1.194015,0.8831234,1.8791151,2.486381,0.81383103,0.7910151,1.1838531,1.0966318,0.8818956,0.76847285,0.57117337,3.7757533,0.75140804,0.90059364,0.79823476,1.0041548,0.83984077,1.2848145,1.2393618,0.994166,0.82947093,0.880069,2.67839,0.9680707,0.94461524,0.8711549,1.0681803,0.8743116,0.93087786,0.9441832,0.8998157,0.84799623,0.8757848,0.96297103,0.89881843,0.7725754,1.2490082,0.6109515,1.0610833,0.99517524,1.0240704,0.82651794,0.7860433,0.76144105,1.1745554,1.020579,0.91870284,1.0509002,0.9554073,0.9098866,0.76417345,6.5763717,1.0026406,0.8885439,0.9024149,1.84675,0.8820986,0.6413594,0.8166052,1.4900186,0.85248744,0.7550411,0.96197075,1.2939681,0.7528327,0.7343295,0.6838603,1.6300573,1.1080683,0.7788973,0.73216057,1.4368885,0.72591627,0.65700835,0.7752013,1.3819885,1.3263046,0.77203107,2.4700305,2.4165494,0.99735945,0.8256346,1.1353513,1.523642,0.87822443,0.60761946,1.2592069,0.8777824,0.80120075,0.78037953,0.84703517,-1
