X,GSM300166,GSM300167,GSM300168,GSM300169,GSM300170,GSM300171,GSM300172,GSM300173,GSM300174,GSM300175,GSM300176,GSM300177,GSM300178,GSM300179,GSM300180,GSM300181,GSM300182,GSM300183,GSM300185,GSM300186,GSM300187,GSM300188,GSM300189,GSM300190,GSM300191,GSM300192,GSM300193,GSM300194,GSM300195,GSM300196,GSM300197,GSM300198,GSM300199,GSM300200,GSM300201,GSM300202,GSM300203,GSM300204,GSM300205,GSM300206,GSM300207,GSM300208,GSM300209,GSM300210,GSM300211,GSM300212,GSM300213,GSM300214,GSM300215,GSM300216,GSM300217,GSM300218,GSM300219,GSM300220,GSM300221,GSM300222,GSM300223,GSM300224,GSM300225,GSM300226,GSM300227,GSM300228,GSM300229,GSM300230,GSM300231,GSM300232,GSM300233,GSM300234,GSM300235,GSM300236,GSM300237,GSM300238,GSM300239,GSM300240,GSM300241,GSM300242,GSM300243,GSM300244,GSM300245,GSM300246,GSM300247,GSM300248,GSM300249,GSM300250,GSM300251,GSM300252,GSM300253,GSM300254,GSM300255,GSM300256,GSM300258,GSM300259,GSM300260,GSM300261,GSM300262,GSM300263,GSM300264,GSM300265,GSM300266,GSM300267,GSM300268,GSM300269,GSM300270,GSM300271,GSM300272,GSM300273,GSM300274,GSM300275,GSM300276,GSM300277,GSM300278,GSM300279,GSM300280,GSM300281,GSM300282,GSM300283,GSM300284,GSM300285,GSM300286,GSM300287,GSM300288,GSM300289,GSM300290,GSM300291,GSM300292,GSM300293,GSM300294,GSM300295,GSM300296,GSM300297,GSM300298,GSM300299,GSM300300,GSM300301,GSM300302,GSM300303,GSM300304,GSM300305,GSM300306,GSM300307,GSM300308,GSM300309,GSM300310,GSM300311,GSM300312,GSM300313,GSM300314,GSM300315,GSM300316,GSM300317,GSM300318,GSM300319,GSM300320,GSM300321,GSM300322,GSM300323,GSM300324,GSM300325,GSM300326,GSM300327,GSM300328,GSM300329,GSM300330,GSM300331,GSM300332,GSM300333,GSM300335,GSM300338,GSM300339,GSM300340,GSM300341,GSM318840,GSM350078,Cluster
211479_s_at,0.5889237,0.59767354,0.63365823,0.85053104,0.50796276,7.783952,0.70734346,3.1064627,13.384737,0.59506583,1.6094339,1.0032836,0.90661204,0.56904703,0.54012316,3.276702,2.593549,0.6318554,0.24764925,0.9409923,0.5719464,0.56042683,0.8218633,0.80144435,0.574847,2.2525203,0.6801196,0.57270867,0.5591811,1.5546049,6.84511,0.63784343,0.5823572,0.5340977,0.6357429,0.58703804,0.54364,1.957363,11.236755,0.7929721,0.61807436,1.2435976,1.5032611,0.6256877,1.6477878,0.6230961,0.5957928,0.8379779,0.5872909,0.59991205,0.58909136,2.465398,0.9332269,0.95076144,0.9575906,8.557482,1.1494596,0.77041155,0.97750545,0.52421576,0.34467828,1.0192975,0.55918115,1.768239,21.22866,0.5136438,0.6070564,0.9585396,10.887434,9.806375,1.7901917,2.4737775,1.0398358,0.5903696,1.4642035,6.0491667,0.85725784,3.314579,0.7767079,4.6609054,0.6291752,0.81584275,0.5871487,0.6442882,0.6225606,0.77491564,2.0465527,3.8035316,0.61778975,0.58438647,16.554256,2.0174208,0.7833616,8.301644,0.54649854,0.8554456,0.8906175,1.6896042,1.5271531,0.98121107,1.5491482,0.5431409,0.60514563,5.3103065,36.47339,0.49837202,0.95086634,15.11346,0.6628509,3.922734,2.8056374,4.336144,14.257425,1.1360841,0.70557225,0.5937205,0.61214286,1.635169,2.6591055,0.7583683,0.60312915,7.723355,3.4539804,1.2045034,2.173792,10.350422,8.469508,3.2051272,2.2643065,3.4962487,12.682449,2.0228834,0.8476702,368.13165,0.5575708,0.7607431,8.766501,2.7129467,2.2536561,3.9217055,4.4951253,6.9049215,2.1316648,1.3924409,3.6725817,2.5072255,1.0233476,2.2563438,9.551665,12.737746,2.899078,2.1833866,20.10588,5.2857943,7.26378,0.75863034,2.9350915,1.060289,0.50433034,0.57719666,7.008744,1.7215557,0.5847173,0.57112825,0.9491884,1.5514941,0.57655495,4.755789,0.94476974,0.5994599,0.71399564,0.5263795,0.61533,-1
211527_x_at,0.79387456,1.0061191,12.646487,5.6859736,13.699965,6.7050047,1.7499834,1.2804554,1.0592542,1.1256381,0.993881,1.1357734,2.3773973,2.0581782,1.2117816,0.49131012,0.62983596,0.9910553,1.5714548,0.46975282,0.32658306,0.37100515,1.2215061,0.9138134,1.7252043,2.7233982,1.6851056,0.80397195,0.8356711,5.9832993,14.972664,17.072392,10.036562,0.3744867,0.27673018,0.33453706,0.40381607,0.9891828,3.178118,2.8892689,2.3654208,0.6987135,1.1474684,1.3460636,2.0941024,1.1410308,6.3673186,1.1491265,2.4136379,2.0953958,2.1007133,1.818931,1.2165189,2.1348963,2.2390845,0.513276,0.6831927,0.6123789,0.5176282,0.985463,2.4470518,0.7911424,0.31241056,0.5247232,0.58527714,0.5898166,0.6053244,0.6123311,0.5815262,0.55589384,0.59101623,0.9309218,7.100685,1.0396986,0.7361242,1.371926,1.6271706,1.8942415,1.9400722,1.0934075,1.0493743,0.4563107,0.95040834,2.570797,0.1513286,0.4760828,1.0811013,0.98124546,0.3240724,2.401593,0.47662166,0.78050977,0.59299195,0.6138336,1.1815025,1.3480959,1.0279957,1.3593323,1.1001877,0.7869775,1.699506,1.48564,1.2340044,1.1001573,0.891116,1.0804899,1.3290157,1.0355544,0.8021781,1.3122163,0.87418854,0.8860577,1.2614999,0.9375862,0.865639,6.6588116,5.871693,0.4314631,0.48764855,0.823416,0.47556973,0.4602854,0.42228627,0.72761506,0.77549785,1.3043308,1.0447321,1.2348802,1.1855545,0.6454009,0.83136755,1.3394067,0.69254965,4.9302993,1.4678103,2.8616457,0.647473,0.4636374,1.0523278,0.7863588,0.9540192,0.9356718,0.94415367,0.583394,0.90701485,1.5614533,1.2458779,0.84033394,0.6932021,1.1869766,1.2913426,0.88820046,0.25556073,0.38317087,0.42832035,0.3449937,0.36255398,0.33149862,0.25443015,0.27606404,0.8553646,1.1793686,1.6944026,1.5965319,0.96943015,2.4017997,1.3915614,0.41722474,0.5206237,0.58803916,0.4030681,1.9741881,0.31666842,-1
211548_s_at,0.7805054,0.6424984,0.34422725,0.3948142,0.313868,0.5618987,0.4725321,0.7004373,0.62570065,0.6581336,0.6867263,0.59034836,0.6004303,0.5027153,0.6101033,0.93005735,0.65141857,0.6479089,0.34642968,0.7708358,0.5318853,0.6219832,0.6915152,0.60670793,0.672237,0.9355087,1.0854467,1.6440144,1.1196163,0.6984594,0.6052181,0.64754236,0.6335073,1.6567782,0.62302214,1.1516201,0.6571993,0.6995132,0.6752505,0.64778686,0.7735456,0.6473594,0.62004673,0.638325,0.76257956,0.99479574,0.7124089,0.59560245,0.58297575,0.52649486,0.65282696,0.69060326,0.61143047,0.5327895,0.7252042,0.71081334,1.6715107,0.64937705,0.66950005,0.84837496,0.40891182,0.7480725,0.72118115,0.91492707,0.7211832,0.5765027,0.707013,0.66743547,0.705135,0.6212186,0.7066199,0.61581224,0.5779262,0.6135318,0.96436274,0.6072809,0.5551101,0.6960595,0.770968,0.6005918,0.73631567,1.3565137,0.855607,0.85978556,0.8144687,0.64577454,0.79386985,0.9776869,0.70274776,0.6757467,0.7332716,0.65528417,0.9521018,0.94330126,0.6236485,0.622274,0.7477361,0.51393425,0.71638304,0.8427311,0.8165906,1.4252367,0.7210476,1.3171998,1.6507775,0.56041825,1.844443,1.7273821,1.3660843,0.63556117,2.742879,1.6494107,0.68606204,1.1453371,1.6013963,0.67663956,0.7456593,0.6063657,0.56742173,0.8914038,0.6593968,0.7647569,0.65872735,0.60937935,0.7889012,0.74511653,0.75054175,0.60525507,0.988992,0.7701098,0.6167723,0.64500535,0.816612,34.920967,0.5783541,0.70465684,0.7179515,0.6451661,0.74849385,0.65306926,0.69060326,0.62145555,0.9352846,0.66949993,0.7163287,0.674612,0.69422364,0.698413,1.0902611,0.60624933,0.65355563,0.74645483,0.7104114,0.7852423,0.6377232,0.70465726,0.5715124,0.57716185,0.59003574,0.6514965,0.7220234,0.77301335,0.587149,0.6862171,0.65608263,0.55837375,0.7348156,0.70827174,0.64358234,1.5213655,1.214798,0.96758693,0.7046572,-1
211564_s_at,0.71600705,1.2339449,7.525731,4.4540195,5.476462,10.635303,3.8055983,0.58959925,0.3430195,0.6456859,0.5807757,0.6657094,1.3828455,1.1236752,1.9547865,1.0833498,1.4511646,0.68793696,5.335822,1.8303977,1.4724506,1.4626652,0.70219094,0.60527414,1.6299587,0.96876067,5.7049103,1.0382769,2.344781,4.766796,4.5380816,1.9658676,4.289429,2.3239307,3.281169,0.8653101,1.5041995,0.5805544,0.85458606,0.5987566,1.3730395,0.60845715,0.37228927,0.52369964,0.6371994,3.460105,1.1967626,0.646172,1.8693371,0.69118875,1.5828959,1.1420728,1.8273932,1.8661314,1.3366129,5.754666,10.31908,2.5518732,4.809375,1.6402285,5.7033095,0.57315946,0.6520206,1.0157038,1.2233598,1.0564542,0.800444,1.140781,4.813898,0.94946736,0.8617538,1.3128021,4.2146344,1.5646689,1.4518574,0.37276593,0.5684409,0.70355535,0.66632116,1.1272846,1.2936949,3.5629628,1.1567979,0.90616643,0.8365617,4.217039,0.8331142,0.7185562,1.7978784,1.7432787,0.33923307,0.7463479,0.7274041,0.72056365,1.965842,0.5992086,0.43392012,0.70861655,0.7054851,2.2551823,1.2443591,1.1891015,0.6894483,0.53676367,1.5352929,0.98393005,0.6183418,0.71205574,0.67327255,0.8339001,0.57691133,0.4933837,0.27639312,0.38558003,0.37215883,1.4136634,1.4559007,0.7151503,1.5932664,0.24642894,1.0567446,0.45368057,0.3471305,0.36892998,0.2845748,0.9558796,0.47406927,0.67776096,0.37084994,0.52693784,0.41130382,0.6731516,2.5110226,4.880812,0.50259966,0.69561213,1.1302924,1.8458005,2.3610508,1.1958752,1.7583543,2.8591137,1.1399007,0.59660333,0.9738879,1.6353933,0.7256617,0.4790877,0.49739945,2.637317,0.6919716,0.70140857,0.44976342,0.43944836,0.7218388,0.30410796,0.7363561,1.0381646,1.3495594,1.018082,1.920905,2.0923607,0.9155208,1.2579739,0.5583351,3.7116685,0.9842962,0.6975731,1.6357032,0.7770938,0.6799259,1.4222784,0.93345505,-1
211576_s_at,1.0216507,1.1437842,1.1761256,0.9083118,1.4013757,1.1717439,1.4740425,1.5021944,1.0092132,1.3795276,0.974097,1.0379313,0.97377944,0.81468564,1.0131531,0.9784574,1.0230485,0.8297302,1.5478846,1.8799993,0.9993379,1.3003881,0.70815045,0.8249614,1.3115282,1.4001887,0.9925576,1.0934427,1.8713707,0.8427456,0.843577,0.7106813,1.1198589,0.820082,1.2579334,1.3686401,1.409369,0.82172245,1.0228556,0.8606586,1.3480214,0.8938028,1.3486116,0.8642376,1.1060323,0.92078996,1.5271982,1.1730207,0.9553572,1.291384,1.874151,0.7243536,0.60521024,0.69937646,0.9668987,1.334469,1.0772531,0.8778754,1.0612279,1.0311382,1.1387483,1.3792299,0.8812805,0.80062014,0.72637457,0.6157588,0.7126947,1.1251523,1.0976108,0.8490481,0.8314318,0.65720826,0.8254291,0.7925537,0.55465454,0.9832643,0.7975036,0.8345972,0.69843364,0.77877074,1.0984684,1.2872722,1.1218587,3.0346642,1.378098,1.3709338,0.89780587,0.9482544,2.2651896,1.6292582,1.0118486,0.9265401,0.8775304,0.9185721,0.87460816,0.8076468,0.9686927,0.7978038,0.8093746,0.89717853,1.1632204,1.1369865,1.2076484,0.9762455,2.372499,0.9950222,1.0752918,1.1262134,1.4335556,1.1505785,1.200948,0.94956267,0.7759318,0.92881495,1.2202541,1.5375823,1.2229729,0.87909657,0.9693696,1.150693,0.9205335,1.1631123,0.9256571,0.89088863,1.0806897,1.2795289,0.8429394,0.6621438,1.006786,1.0281936,0.9761765,0.9881048,1.6948317,15.126617,1.2515717,1.0351824,0.98791015,1.0384474,0.8868643,1.1389169,1.3624324,1.0568719,0.8087137,0.8102747,0.938882,1.2315863,0.8322387,0.88586897,0.9873508,0.9378148,0.91111386,0.9820316,1.1708117,0.97065437,1.0203027,0.7433357,0.90141696,0.669013,0.6056209,0.919851,0.8867535,1.1362606,0.89122534,1.3445259,1.2174053,0.8958633,1.1784476,1.0385187,1.0006621,0.88136065,1.1064421,1.6886693,1.4518104,-1
211864_s_at,0.79464865,0.7179037,3.0221825,3.048453,3.1939583,6.30671,4.517283,0.54557085,0.747176,0.6584062,0.35458273,1.2418618,3.03618,1.3632262,0.920239,0.720608,0.48529342,0.3588002,2.611802,1.1132315,1.7531731,1.53153,0.84282523,1.5722389,0.79853255,0.79994106,4.7476726,1.6167023,1.9877204,2.1911972,3.3127508,2.288872,1.2487006,2.1662006,1.5628009,2.7834258,1.7639734,1.0071856,1.161309,1.5586059,1.5415031,0.5486653,0.78260833,0.6747521,1.0757462,1.5346811,3.4509802,0.99491876,1.3117138,1.1549258,2.3188834,0.3242463,0.8153928,0.7052047,0.25532475,1.6313487,2.1642947,1.6982934,0.9006557,2.1739795,2.0710907,2.929339,1.3060129,1.0534067,1.2384312,1.3787441,1.0277758,0.8199435,2.062014,0.7880802,0.7421333,2.2621348,3.6152017,1.904331,1.0406258,0.5047987,1.435537,0.6035673,2.7203078,0.6656494,1.8367426,1.9231976,1.4366261,1.4862072,2.1635134,3.1291478,0.48311624,0.25760755,1.1757964,1.0601308,0.2857713,0.42979065,0.7718889,0.9690035,1.5781351,0.6785816,0.29670507,0.5618146,0.25235945,1.3934746,1.0883728,0.9672598,0.4833801,0.26332062,3.232303,0.4215997,0.5892482,0.77587974,1.3010899,0.86848545,0.8107671,0.8393364,0.77568334,0.9173205,0.5743606,2.322801,1.0040404,0.6789323,1.3015815,1.4371685,1.1754513,0.45525095,1.0400801,0.3297854,0.24421091,0.7348759,0.88564014,0.76826334,0.37598133,0.59724337,0.42867467,0.46785897,2.0687568,14.821662,0.4461474,0.3164244,0.32138625,1.082625,0.9959597,0.2916323,1.3574328,0.73972505,0.50387317,0.5723406,0.7997904,0.44084197,0.6826904,0.6145818,0.36266798,0.96540093,0.46487737,0.5209596,0.2541513,0.67476964,0.51395345,0.48400813,0.9660844,2.228253,1.8431872,0.8569898,1.4377733,2.5789943,0.87078255,1.411533,1.2065531,1.817999,0.5560215,1.0799501,1.8703083,1.1807001,0.6143535,2.7548277,0.42658886,-1
211905_s_at,0.6547743,3.0193024,5.104604,6.470774,6.9747076,7.351155,2.869318,0.80251503,0.617206,0.58371145,0.862148,3.3520758,2.8179042,3.3878262,8.080872,1.537013,0.94991416,0.48008883,2.9350379,8.153714,3.1469493,0.6356013,0.83209556,0.71206534,0.53800404,0.83445185,6.55218,0.6187474,3.1212022,0.85386693,0.6507683,0.36108705,0.49870914,1.1515926,5.0821114,2.1763089,7.6181355,1.1376381,1.7434146,0.8903288,3.5703332,0.71264225,0.6970099,0.5544112,0.39538464,0.663603,2.735666,3.4430213,3.173843,0.87072873,1.8433481,1.3452139,0.79837686,0.58968747,0.84208107,8.365477,5.499642,1.964789,7.6280317,2.1012719,2.8730063,1.0494496,0.655228,0.9701069,3.4090247,1.4273552,1.0688578,4.6141586,5.65895,1.1815205,3.995698,10.855314,9.002487,2.568339,8.2382345,0.8530623,0.7089747,0.5545159,1.0149646,0.55253184,0.72356504,5.7474732,1.2746046,1.5559655,1.9023849,20.743595,0.58426195,0.74673843,4.0844636,5.4087906,0.77005583,0.6043279,0.7253117,1.9672163,4.2845182,0.7594271,0.7160903,0.64302284,0.83570373,3.6502385,0.63592607,1.0855654,1.2564498,0.841561,1.0739555,0.60684097,0.749235,0.77690977,0.57909924,0.47218478,0.7893105,0.8621161,0.6230693,0.5798697,0.7119858,4.3654723,3.160223,0.98503536,4.680351,1.0461578,4.090156,0.7890134,0.67995524,0.46231315,0.7278718,1.3072122,0.6250763,0.57161564,0.74549323,0.67829776,0.6939849,0.72800654,8.021071,1.5552306,0.61097604,0.68453914,0.699993,0.6812419,0.5762714,0.803041,0.7918447,1.2761096,0.57475114,0.6636654,2.0808985,1.5235004,0.46581495,0.6898918,0.4698152,1.6416619,0.58228123,0.7042061,0.8745574,0.9787255,0.46022484,0.70124185,2.3495178,1.9378077,7.489008,4.0985074,5.9000793,8.119328,0.6574976,1.3261122,0.8081324,4.718566,0.71198595,3.0759442,9.002492,1.9470788,2.4444387,5.670741,0.69528586,-1
211917_s_at,1.2734334,0.69440925,0.34217197,0.33141014,0.33680534,3.1857362,2.0798826,0.8483098,0.8950283,0.8257948,0.7330463,0.70122993,0.86001825,0.78582376,0.64596295,0.8363996,0.92759675,0.87091434,0.3612351,0.9596236,0.68373096,0.6660325,0.86706585,0.91643786,0.6826634,0.87099767,0.8199948,0.79431933,0.6441684,0.89446104,0.9369406,0.94059277,0.68241006,0.794319,0.6366868,0.8874995,0.7003579,0.870341,0.9413809,0.8380356,0.62580127,0.8545703,0.9557309,1.0133578,0.76257956,0.8885044,0.6897894,0.7753538,0.9110812,0.83961755,0.6428562,0.8751127,0.9218264,0.8006376,0.74138504,0.8951363,0.8569337,0.93440276,0.694152,0.795219,0.3282114,0.92690635,0.6990606,0.8470313,0.88643765,0.78271705,0.6971188,0.85135406,0.89367574,0.83914286,0.7072754,0.73979753,0.8498325,0.82517177,0.6954407,1.0291456,0.8293521,0.7534522,0.7137309,0.78375137,0.72628087,0.7892167,0.85206336,0.8647422,0.7363162,0.866902,0.81573087,0.7556818,0.6637002,0.9545356,0.961072,0.8501369,0.77498156,1.2137171,0.56828487,0.81788796,0.744968,0.80139303,0.73372644,0.816458,0.8935066,0.78552806,0.7339985,0.88040787,25.584929,0.7721578,0.7832164,0.8857355,0.80280995,0.84056854,0.7759881,0.8926083,0.88929176,0.8192774,0.77613205,0.8790025,0.72211784,0.7552997,0.8583934,0.7450321,0.6846918,0.91596323,0.86802423,0.72473377,0.74455404,0.77857614,0.91280574,0.80776805,0.7510716,0.9522351,0.9121151,0.6724862,0.80727464,128.78308,0.81388617,0.70296025,0.9107971,0.8782615,0.81342596,0.65379626,0.83136904,0.8583935,0.8115862,0.68190414,1.0237269,0.9649931,0.83095175,0.71757996,0.9262076,0.78985906,0.82501614,0.73478144,0.9119997,0.9246195,0.8175794,0.7205132,0.75643957,0.88309145,0.70557827,0.6776184,0.83529675,0.8276287,0.7890925,0.6660329,0.8365573,0.8429501,0.6854541,0.88824373,0.9148798,0.8185051,0.70335156,0.61692953,0.6865991,-1
212014_x_at,0.79202396,2.378186,7.5390673,2.9528885,7.535049,8.002623,2.5595403,0.5297572,0.6549493,0.4103372,0.5519309,1.0030137,3.4140983,1.1221662,3.354557,1.9948308,2.6948383,0.6029366,3.8879547,4.449238,2.3768368,0.5489706,2.3987231,3.3590238,1.2201309,0.278694,12.264017,0.7491516,1.4876345,12.307406,18.493387,7.7225447,7.787854,0.8748096,1.2356132,9.033207,0.89651966,0.7095507,1.075351,1.0230881,1.0932779,0.85595244,0.3138527,0.6947026,0.32277644,8.187624,1.0628932,0.501099,3.4134543,0.640696,0.86339915,0.7366762,1.6616096,2.0437193,0.5205184,5.5253563,11.316908,3.1084566,6.135527,6.68099,3.046779,1.2507846,1.218548,1.15426,1.5266346,1.8496178,0.92351776,2.777137,14.602854,2.9302323,4.2492795,4.592408,18.475918,4.9133954,5.205945,0.6687668,1.2947942,0.39738664,1.138379,0.3719962,0.7806961,13.890906,1.1420274,0.9601902,4.9023747,12.591382,0.53084904,0.33224994,0.78361297,0.8020979,0.34642684,0.5450557,1.0162495,1.8685099,0.68313694,0.6249393,0.78592503,0.77678275,0.5503979,3.454037,1.4749851,0.5346683,1.4223537,0.5974661,1.537354,0.7061982,0.9139772,0.3304782,1.0843362,0.39372993,0.5324283,0.5523994,0.53862476,0.4847101,0.35730076,0.7034063,0.9211232,1.1042392,3.0885007,0.3137805,2.5156355,0.25011015,0.84256536,0.50696844,0.5109553,0.55574167,0.35902107,0.99698645,0.5560402,0.57157433,0.64964515,0.42842633,2.2194605,1.0206629,0.38252833,0.5681302,0.29005837,1.48478,0.6208267,0.500453,0.8848291,0.98092437,0.5197508,1.04472,1.5454208,0.78815603,0.41336715,0.5105765,0.6099856,1.6130016,0.38644505,0.5867331,0.8923681,0.84002006,0.4252311,0.32033172,0.81424,2.3393772,6.862376,1.5364177,6.3861737,9.985236,0.5328559,0.9187354,1.1724641,7.3281636,0.9163531,0.87487715,5.194222,1.8277649,1.8283087,1.0128639,0.5928854,-1
212063_at,0.56360644,4.416855,10.665919,9.261061,14.460469,11.327509,8.66622,0.10676309,0.45739436,0.08896896,0.36905727,0.5692598,7.006393,1.1176063,5.5556254,4.6934853,4.2247343,0.59249765,9.898184,6.2970743,4.4067106,0.2942265,5.2437015,4.916627,1.0751009,0.3437905,16.089184,1.0381386,2.2568455,12.101438,13.700118,5.3179345,4.6152945,0.9538282,1.4955415,13.43285,1.1103549,0.8922796,1.1992307,0.72460765,1.6157749,1.0170041,0.25667703,0.41574574,0.06853805,14.969048,2.1181643,0.45761335,5.229273,0.3059246,0.91305995,0.6693313,2.4215536,3.1870813,0.17473629,3.8563907,15.886603,1.6421765,4.293305,6.9909673,8.921422,0.4300111,0.45864734,1.6581563,1.7015364,4.308367,0.6666756,2.7612035,14.902927,5.1152434,4.727909,2.7752907,10.617299,2.423915,3.0886219,0.27751324,2.1856465,0.094683535,0.75514954,0.101012595,0.19221056,21.211905,1.4466559,0.17296329,5.2355514,20.710081,0.1409744,0.085730486,1.553988,0.33027595,0.035051133,0.06719412,0.045384318,3.1053207,1.0692098,0.41386747,0.443262,0.88083965,0.27192894,8.627217,2.6227229,0.53916717,1.5229672,0.16496411,2.906353,0.7708587,0.24757423,0.25051016,1.4745842,0.032015335,0.038018625,0.16094005,0.45774037,0.21694179,0.0841866,0.6485296,1.4402909,1.030903,5.2421446,0.3982099,8.8979025,0.10781494,0.8189328,0.28675663,0.03709245,0.24306646,0.21993141,0.7037268,0.08709248,0.06838326,0.12527706,0.18143943,2.603964,0.95017123,0.11421145,0.3621424,0.126172,1.6845669,0.16036017,0.21320419,0.5414164,1.0982783,0.07583092,0.6138711,1.808714,1.1908689,0.077581756,0.05016424,0.15120395,2.2143536,0.18100627,0.16429569,0.35198826,0.9692262,0.075630955,0.17926559,1.3943822,4.3331604,10.998312,1.7347032,7.171879,11.90426,0.17237517,0.7220112,1.820345,10.08689,0.98299587,0.56285673,5.629527,1.2903794,0.77587366,0.90883714,0.68408316,-1
212344_at,0.7809758,0.8008679,0.7013071,1.0025365,0.5816883,1.9049965,1.2243629,0.74825877,0.57488245,1.0027459,1.0849115,0.7929934,0.80525416,1.9589865,1.5187328,0.6839076,0.4529127,0.7568982,0.5506043,0.47147363,0.5067564,0.7111135,0.72794443,0.8997934,0.28551862,0.7481176,1.0722013,0.8049071,0.6994737,0.46661022,0.84136975,0.8133016,0.61171055,0.88435626,1.0754955,0.7495098,0.5077972,0.5944045,0.89707536,1.8772238,2.829248,0.7678367,0.9083416,0.9685372,1.2746108,0.71931195,4.1585226,0.572086,0.71983105,0.61170465,1.7753769,1.2702111,1.2430869,1.650911,1.2934202,1.3130647,0.78987056,0.9356714,0.952312,0.7018864,1.0499802,0.3655322,0.7476238,1.0379761,1.6467478,1.3884001,1.6426584,1.1706418,0.856946,1.4548984,2.491296,1.5447651,0.83345145,1.0183774,1.5849085,2.1283865,0.8920005,1.608185,5.0608487,1.3994442,1.4448345,2.2851655,0.7189047,0.63990515,0.78455204,1.1457509,2.8855433,1.9641801,0.28152508,0.4357502,1.6272714,3.0877302,1.905345,0.865975,0.4131961,0.88636065,1.2316262,1.7192458,1.5131118,0.52042717,0.9009854,0.9974635,1.0839059,0.97463286,4.1722784,0.38328952,1.9612691,0.7226117,1.5474148,1.0409077,1.2040757,0.70658094,3.7113795,1.3891857,1.3181175,0.7416338,0.6889183,1.9801235,0.8508103,0.51525897,1.2731935,2.1453066,1.2362875,1.8159208,1.5086288,1.1788353,1.3966671,2.3679264,1.9341815,1.1832894,2.7377257,2.305485,0.71099013,25.072788,0.62902397,1.8755494,0.8854555,0.95321774,0.96016884,1.8986443,0.5183709,0.5079077,1.3779633,4.0227504,1.4436746,0.32598093,1.4298661,1.2500339,1.1835121,0.7876331,2.0251193,3.5466719,1.2076286,1.857562,1.469518,2.3943691,0.7988445,0.8844414,1.0029348,0.9303187,1.3902544,0.75083655,0.5790308,1.1013288,0.42216146,0.31530973,0.76814103,1.0897113,0.4774507,0.71457845,1.2788718,1.8870616,0.7505409,-1
212353_at,0.7823423,1.2901089,0.90107834,0.9986662,1.343425,2.0929868,2.3533669,0.56483734,0.481715,1.3007387,1.6953214,0.632125,0.54143447,1.2359123,2.4551451,1.0678208,1.2388672,0.45552492,0.33161953,0.56611687,0.68529695,1.125104,0.347219,0.4684197,0.88705236,0.5196784,0.83645517,0.99113554,1.1103879,0.20117514,0.8500089,0.6961198,0.70326895,1.2335829,1.1789279,0.5407341,1.1579114,0.5370081,0.58652514,1.5077835,2.3882391,0.5499173,1.5491767,1.1120099,1.2463715,0.964756,6.330553,0.40856543,0.6530339,0.5139789,3.523354,1.9206935,2.4201577,2.4318776,2.016653,1.0327771,0.890992,0.76439816,1.1108005,0.4576783,1.7975419,0.38741186,1.8153863,0.7428283,2.201388,1.9798926,1.5047663,0.688742,0.8777797,1.8067868,3.6748304,1.5103133,0.28138256,0.7340157,1.6188236,1.6319913,0.53492135,0.8618374,6.53693,1.1626352,2.226981,1.4369848,0.466746,0.70339936,1.6719072,1.3679888,2.0301948,2.624638,0.23535374,0.76512,0.75653726,2.9207408,1.7639501,0.49668917,0.48798734,0.9189256,1.2746527,1.2247717,1.709528,0.51305884,0.975469,0.7906511,1.998413,1.0013337,3.136478,0.80966896,3.3469439,0.39352152,1.2090102,0.79739106,1.4389993,0.48338655,3.0841289,1.4905316,1.7807108,0.4842355,1.317672,2.404659,0.67641276,0.6819273,1.8503934,1.3361288,0.74138576,1.3217634,1.5744153,0.6210217,1.5745785,1.722255,2.1006258,0.6381121,2.7674057,2.125705,0.7975454,24.851019,0.6661849,2.5483804,0.7083631,0.9675693,0.8205866,2.038083,0.23797171,0.41960058,1.263017,8.480911,0.5878697,0.227846,0.8742827,1.2296133,1.0972066,0.31204847,1.229866,3.6951582,0.9651909,1.2186513,1.2396488,2.7845783,0.43899158,0.5781555,1.4280514,0.8772374,0.68822277,0.510027,0.61532414,1.6743895,0.35616943,0.6293912,1.128448,0.7568226,0.50714195,0.8430237,1.7913092,3.4127529,1.515127,-1
